SaleDate,ProductID,WarehouseID,UnitsSold,Revenue
2024-01-04,P161,W7,18,21960
2025-05-23,P163,W1,9,5049
2024-03-16,P108,W7,43,50998
2025-09-28,P145,W8,13,13676
2025-01-28,P180,W5,44,48400
2025-11-19,P182,W5,28,42532
2024-11-28,P144,W10,40,32280
2025-12-16,P119,W4,11,20207
2024-06-02,P143,W3,19,34637
2024-11-12,P146,W4,11,24530
2024-08-14,P130,W8,22,13640
2024-10-06,P160,W4,35,53970
2025-11-10,P109,W6,8,6360
2025-12-03,P196,W1,34,10166
2024-05-26,P155,W5,31,76787
2025-02-10,P130,W9,16,34048
2025-04-13,P168,W7,16,34464
2025-02-20,P157,W9,23,30475
2025-10-29,P176,W6,33,4422
2024-05-30,P112,W9,15,12495
2024-11-17,P178,W8,27,60399
2025-02-25,P161,W2,31,5704
2025-05-20,P179,W9,32,69344
2025-04-17,P181,W10,33,52305
2025-01-21,P124,W3,36,41508
2025-11-23,P161,W6,37,61013
2024-03-27,P153,W7,32,61280
2024-08-02,P163,W6,2,4678
2024-11-02,P101,W8,26,6682
2025-02-15,P200,W1,19,37012
2024-04-19,P137,W3,29,25172
2025-05-24,P111,W3,39,39429
2025-05-06,P157,W4,9,5454
2024-11-22,P125,W6,7,5460
2024-07-18,P109,W2,16,1920
2024-06-28,P113,W6,30,33060
2024-07-18,P143,W7,42,18396
2025-07-01,P122,W9,42,38724
2024-10-05,P184,W5,30,53100
2025-03-04,P186,W2,17,41361
2025-08-25,P146,W4,32,11392
2024-05-10,P138,W2,24,23736
2025-01-29,P107,W10,19,21166
2024-08-28,P190,W1,46,47932
2024-11-27,P101,W2,42,20076
2025-04-19,P102,W9,43,102297
2025-10-06,P171,W1,8,16032
2024-11-03,P110,W6,24,33552
2024-03-01,P123,W1,11,19657
2025-03-15,P199,W5,28,65212
2024-01-07,P134,W9,35,84630
2025-10-16,P148,W2,43,88709
2025-04-08,P115,W9,34,6358
2025-10-25,P146,W2,11,2409
2025-12-01,P161,W5,30,54450
2025-02-07,P126,W5,9,11592
2025-10-09,P172,W1,39,87906
2024-10-18,P135,W3,21,39123
2024-08-05,P112,W7,32,45728
2024-05-04,P179,W1,21,51198
2025-10-19,P134,W5,35,56420
2024-12-03,P136,W9,28,41328
2025-08-17,P146,W6,45,38475
2024-11-08,P159,W6,44,105820
2025-05-31,P105,W5,7,10724
2024-12-23,P118,W3,13,30654
2024-10-18,P102,W2,35,11865
2024-09-17,P152,W2,40,14960
2024-04-05,P180,W6,25,4825
2025-03-19,P172,W4,32,40768
2025-10-25,P145,W3,4,6416
2025-09-16,P135,W7,38,63270
2025-02-25,P177,W10,14,4368
2024-11-04,P189,W8,25,9675
2025-04-13,P154,W5,35,4340
2024-10-23,P158,W5,4,2664
2024-11-26,P145,W1,21,34797
2025-12-30,P196,W2,25,56250
2024-05-14,P141,W8,30,34920
2024-02-02,P170,W6,45,57420
2024-04-23,P173,W2,12,21036
2025-08-16,P168,W10,44,65296
2025-11-19,P198,W7,31,69936
2024-11-16,P120,W1,47,34216
2024-05-06,P158,W10,16,5760
2025-02-09,P139,W1,6,11034
2025-11-23,P137,W7,40,51240
2025-02-01,P106,W10,13,22165
2024-06-29,P187,W8,28,62916
2024-08-02,P191,W7,35,82285
2024-12-15,P101,W6,27,55728
2024-04-01,P134,W5,14,32396
2025-01-19,P183,W6,28,28784
2025-05-07,P106,W4,43,41538
2024-11-04,P140,W5,46,88274
2024-06-23,P101,W6,26,34190
2025-04-11,P152,W2,25,42500
2024-02-21,P108,W8,43,42441
2024-08-05,P196,W6,42,81984
2024-06-20,P126,W9,22,32164
2024-07-16,P139,W4,20,43000
2025-07-26,P152,W5,43,50310
2025-11-28,P182,W4,1,563
2025-03-21,P150,W1,48,108000
2024-04-18,P139,W10,29,54752
2025-04-02,P119,W1,47,48974
2024-04-06,P140,W10,43,104103
2024-06-01,P124,W8,31,26226
2025-10-28,P145,W8,48,23568
2025-11-22,P139,W3,3,4440
2025-04-01,P102,W6,38,25612
2025-02-06,P166,W7,2,3400
2024-04-20,P196,W5,12,5664
2024-08-12,P112,W9,4,5012
2024-10-16,P146,W6,47,108241
2024-06-02,P109,W3,31,71238
2024-07-24,P196,W1,12,7608
2024-04-25,P146,W10,41,26855
2024-06-02,P184,W5,16,26880
2025-11-18,P154,W6,44,31592
2024-07-16,P101,W6,46,13432
2024-06-08,P175,W10,3,3204
2024-01-27,P181,W3,39,11544
2024-09-10,P166,W1,17,20145
2024-06-19,P168,W2,8,10632
2025-07-12,P199,W2,28,3388
2024-07-15,P150,W1,7,6839
2025-07-14,P103,W2,5,3025
2025-02-25,P200,W5,29,48633
2024-08-11,P175,W10,17,3434
2025-05-04,P156,W7,44,12760
2024-01-27,P190,W8,43,27477
2025-03-21,P117,W1,46,62100
2025-05-04,P137,W4,17,28407
2025-08-02,P130,W8,39,79170
2025-08-22,P110,W3,36,39924
2024-12-08,P176,W5,40,93040
2024-08-14,P195,W3,46,41170
2025-06-03,P170,W1,20,23340
2024-05-20,P109,W4,43,5719
2025-05-24,P143,W10,13,27183
2024-07-08,P189,W2,31,46531
2024-05-09,P156,W4,27,40743
2024-05-16,P125,W4,49,96726
2025-04-04,P144,W8,35,66080
2024-09-08,P114,W6,5,2010
2025-12-12,P164,W5,46,112884
2025-09-23,P135,W6,23,3082
2025-06-04,P164,W3,19,45885
2025-10-20,P178,W9,18,2124
2024-07-12,P105,W9,44,69432
2025-08-23,P112,W8,43,23994
2025-06-23,P167,W8,28,51352
2024-09-20,P139,W7,43,36335
2025-01-26,P149,W7,18,39204
2024-07-11,P128,W9,2,3764
2024-09-12,P196,W8,1,1312
2025-07-05,P132,W6,46,69966
2024-04-23,P127,W5,29,69136
2025-01-16,P199,W8,48,48096
2024-07-17,P151,W3,41,16728
2025-07-24,P185,W3,11,9317
2025-03-26,P109,W3,7,11431
2024-03-24,P105,W3,36,33048
2024-11-11,P105,W3,12,24768
2025-08-06,P168,W1,29,60958
2024-07-19,P108,W4,29,33814
2025-08-07,P170,W8,42,81354
2024-02-18,P195,W3,8,16008
2024-09-22,P169,W5,2,1662
2025-10-03,P173,W9,5,4680
2024-01-30,P161,W9,4,4672
2024-05-10,P130,W4,9,4275
2025-01-19,P191,W1,19,25422
2025-11-01,P194,W1,27,10881
2025-04-23,P191,W7,17,29699
2024-06-08,P175,W3,31,56327
2024-11-15,P180,W5,46,99314
2024-09-02,P156,W6,8,17888
2024-01-23,P107,W6,13,27833
2024-04-18,P178,W8,19,15770
2024-10-20,P136,W6,31,66526
2024-12-03,P109,W5,37,57202
2025-07-27,P129,W1,31,60512
2025-11-12,P159,W7,42,79380
2024-08-27,P171,W3,25,15775
2025-04-22,P136,W1,26,42484
2025-05-27,P198,W4,20,23560
2025-06-11,P131,W1,16,32432
2025-03-23,P135,W2,7,9520
2025-05-22,P130,W2,19,2964
2024-05-26,P183,W8,3,603
2024-02-15,P110,W5,5,2860
2024-08-26,P115,W5,24,2400
2024-03-09,P135,W4,48,101520
2024-08-31,P102,W9,45,96435
2024-11-21,P127,W5,5,4895
2025-08-30,P167,W4,48,114384
2024-05-01,P155,W6,18,7074
2024-06-26,P105,W10,37,67340
2025-07-17,P196,W2,25,13925
2025-03-11,P102,W9,27,64746
2025-09-12,P166,W3,11,15147
2025-01-16,P141,W10,30,29700
2025-12-18,P124,W5,23,16445
2024-03-07,P136,W4,14,16324
2025-01-21,P113,W7,45,50400
2025-11-08,P162,W1,44,20152
2024-07-23,P183,W1,49,54537
2024-10-13,P197,W1,40,72440
2025-04-15,P118,W8,22,38588
2024-07-03,P162,W2,41,75727
2025-02-15,P163,W2,39,53781
2025-05-26,P155,W3,6,11832
2024-02-19,P157,W3,29,52635
2024-08-12,P135,W4,2,4454
2025-12-09,P138,W7,33,25146
2025-11-08,P138,W6,31,71703
2024-09-29,P162,W8,17,32249
2024-12-06,P104,W7,41,71422
2025-04-19,P181,W4,5,9050
2025-07-16,P105,W1,4,2404
2025-10-02,P189,W6,5,10415
2024-07-09,P136,W2,32,47168
2025-06-23,P150,W10,48,26304
2024-02-07,P190,W10,17,14875
2024-07-24,P126,W3,3,3663
2025-02-11,P174,W7,15,22425
2025-08-25,P126,W1,48,39840
2024-06-16,P163,W10,13,16172
2024-02-23,P173,W4,26,58500
2024-10-26,P138,W6,14,9702
2024-02-03,P106,W1,40,23400
2025-03-01,P155,W3,18,28152
2024-09-01,P171,W2,34,21522
2024-10-10,P149,W4,40,58360
2024-11-06,P157,W6,32,68256
2025-09-06,P180,W2,32,9696
2024-06-06,P174,W4,14,9324
2024-07-16,P199,W6,19,32300
2024-02-28,P144,W10,21,49308
2025-04-23,P178,W3,44,89716
2025-12-16,P189,W3,6,3624
2024-08-08,P118,W10,8,17352
2025-09-22,P199,W2,10,24590
2024-02-15,P139,W1,39,81198
2025-09-12,P184,W2,46,28796
2024-06-21,P134,W5,19,16226
2025-04-13,P151,W4,47,95175
2024-07-07,P125,W9,18,9522
2024-06-05,P137,W8,23,29716
2025-09-25,P140,W3,23,41515
2024-04-30,P101,W5,27,37476
2025-01-18,P119,W6,36,45576
2025-08-23,P199,W8,25,38050
2024-02-08,P148,W10,40,77760
2025-07-27,P133,W6,13,27521
2024-08-13,P180,W2,8,18112
2025-05-19,P103,W8,48,84288
2025-04-03,P110,W3,3,927
2025-11-05,P105,W7,25,42325
2025-10-11,P131,W3,30,43950
2024-06-26,P152,W4,31,73842
2024-09-29,P143,W4,33,19470
2025-09-06,P108,W8,44,8140
2025-07-05,P121,W9,26,15730
2025-01-31,P134,W1,27,27756
2025-04-25,P151,W6,44,16940
2024-11-28,P199,W7,39,85020
2024-10-07,P105,W5,47,82955
2024-11-21,P158,W3,33,4422
2024-07-10,P110,W2,42,79590
2024-09-10,P187,W9,45,54540
2024-11-12,P171,W6,45,97200
2025-10-24,P113,W10,43,27047
2025-01-03,P122,W6,30,10830
2025-08-10,P136,W4,45,25740
2024-12-09,P185,W7,42,98028
2025-03-27,P104,W8,2,3816
2024-10-15,P199,W7,33,77088
2025-02-03,P128,W5,16,6704
2024-11-14,P138,W9,12,29880
2025-11-10,P105,W6,31,43679
2025-05-24,P141,W2,35,42105
2024-06-10,P171,W8,41,34153
2024-04-29,P187,W10,2,4838
2024-08-01,P151,W7,45,26415
2025-02-23,P136,W1,49,79723
2025-05-04,P140,W1,11,7623
2025-01-10,P147,W1,41,91717
2025-07-26,P114,W2,48,94272
2024-01-09,P151,W3,28,54264
2024-08-17,P187,W5,25,57900
2024-09-27,P182,W1,44,52404
2024-01-27,P124,W7,42,91518
2024-09-17,P172,W6,26,59566
2024-10-14,P177,W7,15,8025
2025-06-01,P186,W2,30,45450
2024-05-25,P135,W9,4,1864
2025-05-13,P135,W3,36,75276
2025-03-06,P104,W7,10,6460
2024-01-25,P118,W8,47,77127
2024-11-13,P134,W4,17,37876
2024-03-02,P124,W8,40,10880
2025-06-29,P137,W7,10,3870
2025-12-25,P105,W5,44,54604
2024-05-18,P194,W8,3,6582
2025-07-21,P146,W1,5,6900
2024-04-05,P141,W1,7,12614
2025-05-05,P178,W5,48,94896
2024-10-16,P131,W7,1,2354
2024-06-20,P103,W5,35,43050
2024-02-24,P141,W2,7,8505
2025-01-04,P118,W8,27,30645
2024-08-20,P169,W7,37,20202
2025-02-13,P168,W4,32,9472
2024-09-27,P198,W10,27,2727
2025-03-09,P163,W8,32,76000
2024-05-15,P114,W1,3,918
2024-08-29,P173,W6,38,6232
2024-08-09,P183,W2,30,63300
2024-06-26,P114,W7,3,3219
2024-09-13,P189,W2,15,5460
2025-06-16,P104,W1,19,32243
2025-03-15,P173,W5,16,27136
2024-06-21,P137,W6,28,38500
2024-03-24,P149,W2,46,30544
2025-01-22,P193,W10,43,79335
2024-09-13,P175,W4,40,87440
2024-08-30,P175,W1,15,22755
2024-02-03,P161,W4,13,8073
2025-09-11,P135,W8,23,16192
2024-04-04,P156,W8,22,20680
2024-04-27,P199,W7,19,12369
2024-04-04,P177,W3,1,313
2025-06-03,P142,W8,32,6752
2025-12-15,P193,W7,45,90450
2024-06-27,P105,W4,3,3945
2025-12-02,P139,W1,14,19754
2025-04-19,P194,W9,7,980
2024-03-20,P173,W4,16,28480
2025-03-21,P125,W3,28,26628
2024-09-12,P145,W2,26,63726
2025-10-07,P114,W10,48,48240
2025-05-24,P154,W8,36,4896
2025-04-30,P151,W2,35,36855
2024-12-01,P180,W1,20,3780
2024-01-06,P117,W10,4,628
2024-09-14,P103,W2,18,27900
2025-08-28,P145,W2,22,45430
2024-09-26,P135,W8,45,28215
2024-12-08,P176,W8,31,49724
2025-09-10,P165,W1,39,71955
2024-06-11,P121,W3,34,34986
2024-09-15,P178,W9,25,60100
2024-03-22,P119,W10,47,57669
2025-10-19,P198,W9,40,55920
2024-04-07,P163,W3,20,49960
2024-03-11,P139,W7,36,55152
2025-02-24,P180,W8,8,8056
2024-07-21,P187,W4,14,30100
2025-12-09,P106,W5,41,43501
2025-07-19,P182,W3,19,23617
2024-08-31,P167,W4,49,34006
2025-01-19,P116,W9,46,65550
2024-10-22,P190,W4,23,44896
2024-02-16,P194,W4,5,9450
2025-10-05,P123,W4,29,16907
2024-08-09,P128,W4,23,54510
2025-05-13,P109,W7,19,36727
2025-11-05,P102,W9,31,37820
2025-12-06,P121,W8,38,61712
2024-12-06,P111,W9,28,37380
2025-02-15,P103,W5,24,54144
2024-08-16,P180,W5,4,5900
2025-02-18,P108,W2,12,28380
2024-02-20,P113,W7,23,47426
2025-12-10,P121,W4,46,75578
2025-11-14,P138,W8,2,1692
2025-12-18,P173,W3,31,68696
2024-01-15,P200,W4,46,72082
2024-06-15,P137,W8,3,1545
2024-10-19,P168,W5,29,23142
2025-04-05,P121,W6,36,40500
2025-10-26,P191,W7,46,15410
2025-04-14,P148,W4,31,69843
2025-12-15,P133,W9,29,56666
2024-05-27,P187,W9,15,23505
2025-04-16,P131,W1,40,48800
2025-12-14,P166,W2,33,10659
2025-02-18,P177,W2,46,42826
2024-10-07,P103,W5,27,49896
2024-06-09,P152,W2,7,7756
2024-12-01,P119,W8,9,8289
2025-12-21,P177,W9,21,16989
2025-02-28,P192,W8,28,6888
2025-03-16,P130,W1,17,35785
2025-07-19,P102,W7,45,6345
2025-08-05,P154,W1,7,3654
2024-03-02,P190,W6,42,57204
2025-01-30,P153,W6,1,1989
2025-02-01,P127,W9,33,35574
2025-10-23,P107,W10,13,8359
2024-02-08,P181,W8,24,17904
2025-11-30,P184,W6,10,8310
2025-01-22,P102,W5,2,1500
2025-01-08,P180,W5,15,35205
2024-12-09,P189,W4,23,45103
2025-06-08,P167,W10,22,45804
2024-03-10,P138,W2,10,8670
2024-06-19,P165,W10,29,44022
2025-03-03,P144,W5,30,35310
2025-01-15,P108,W2,49,82124
2025-05-03,P156,W10,46,100050
2025-12-01,P135,W9,45,26325
2025-07-23,P143,W6,33,14058
2024-07-08,P171,W9,44,42152
2024-09-29,P134,W9,46,37996
2025-07-24,P159,W6,2,1904
2024-11-03,P147,W7,38,52782
2025-11-05,P153,W6,2,2038
2025-06-08,P184,W4,29,24070
2025-06-17,P195,W6,49,21903
2025-08-22,P159,W10,26,4498
2025-03-09,P187,W9,5,10965
2025-02-06,P123,W7,14,12278
2025-07-17,P173,W1,10,21720
2025-09-08,P186,W7,19,22743
2025-12-09,P106,W1,42,37002
2025-12-29,P136,W7,35,76160
2025-02-16,P127,W1,34,29002
2025-12-24,P199,W7,5,1750
2025-10-10,P100,W2,43,97567
2024-12-18,P119,W9,13,2652
2024-12-03,P175,W1,3,4938
2024-12-17,P184,W2,2,938
2024-11-27,P129,W9,42,31668
2025-06-17,P178,W9,25,29425
2025-10-16,P176,W4,33,3927
2025-05-25,P149,W6,48,73056
2025-11-25,P126,W6,14,9520
2024-08-27,P161,W10,3,4149
2025-03-19,P187,W1,38,27512
2025-07-06,P186,W3,13,8710
2025-08-28,P198,W3,42,46494
2024-08-27,P156,W5,35,62125
2024-05-21,P121,W1,39,18720
2024-12-28,P174,W10,16,27888
2025-06-15,P150,W10,34,80172
2024-07-04,P155,W4,4,6744
2025-07-18,P150,W10,49,10143
2024-01-12,P148,W1,5,7065
2024-04-13,P173,W9,27,43092
2024-06-05,P156,W7,26,34060
2025-01-16,P148,W7,22,45474
2024-02-29,P146,W5,15,11595
2025-03-22,P163,W3,26,58370
2025-08-18,P151,W10,46,110032
2024-12-16,P119,W3,13,9984
2025-08-23,P133,W1,19,14706
2024-06-23,P149,W8,23,23000
2024-09-29,P173,W5,38,42446
2024-08-01,P174,W6,38,89566
2024-07-04,P149,W9,20,38100
2025-11-24,P130,W10,6,3096
2025-09-28,P129,W8,21,46347
2024-08-04,P132,W5,28,26908
2024-10-19,P118,W8,26,47892
2025-10-26,P119,W1,8,13208
2024-10-24,P141,W8,34,8058
2024-07-02,P124,W3,12,10416
2025-07-20,P121,W10,30,49710
2024-06-19,P130,W10,21,4914
2024-11-07,P143,W8,7,2653
2024-05-15,P180,W3,37,37000
2025-09-28,P185,W8,45,70065
2025-01-03,P199,W2,26,40430
2025-10-02,P141,W8,22,13156
2025-04-03,P112,W7,2,2396
2024-06-17,P150,W4,30,70320
2025-06-16,P141,W8,47,51559
2025-05-24,P190,W7,47,94893
2024-07-27,P179,W10,31,40579
2025-10-03,P132,W7,40,29080
2025-07-24,P152,W4,14,5796
2024-07-14,P197,W10,41,16892
2025-10-26,P158,W4,42,90426
2024-08-17,P148,W9,24,37440
2024-07-15,P197,W2,46,92598
2024-02-27,P124,W1,36,44604
2025-09-28,P187,W6,4,7216
2024-02-15,P172,W3,37,62863
2025-04-16,P162,W8,15,28545
2024-07-30,P167,W4,20,8600
2024-02-02,P188,W10,42,68754
2024-04-26,P154,W3,12,15108
2024-10-24,P150,W2,42,104790
2025-12-05,P165,W7,26,12090
2025-11-12,P142,W7,41,45469
2024-08-05,P173,W5,42,70182
2025-09-30,P117,W2,28,60312
2024-06-06,P147,W4,45,59265
2025-12-30,P145,W7,31,18383
2025-05-10,P104,W5,47,40044
2024-06-29,P132,W3,29,7105
2025-09-01,P182,W2,47,5264
2024-06-05,P103,W10,14,2282
2024-03-03,P183,W9,33,66528
2025-01-15,P183,W2,34,51306
2024-07-08,P147,W8,5,6485
2025-09-30,P184,W9,16,17136
2024-12-21,P104,W7,29,19604
2024-04-12,P187,W7,29,4988
2024-05-12,P158,W9,47,12079
2025-04-15,P170,W5,34,16014
2025-10-22,P132,W9,35,70035
2025-03-10,P107,W6,40,95840
2025-09-21,P114,W2,30,61050
2025-07-24,P164,W9,23,30843
2025-11-11,P164,W6,27,42012
2024-05-12,P119,W5,29,30218
2025-12-14,P144,W8,37,87024
2025-09-29,P105,W1,31,67332
2024-12-12,P192,W7,36,45324
2024-11-20,P186,W1,21,46347
2024-11-12,P150,W7,16,11408
2024-12-04,P145,W7,38,39596
2024-08-14,P185,W2,12,8244
2025-02-09,P171,W6,25,18825
2024-03-04,P185,W4,5,9040
2025-12-04,P115,W1,18,26604
2024-10-29,P182,W3,36,87552
2024-11-25,P162,W10,33,75339
2025-11-13,P100,W4,15,18690
2024-11-30,P121,W8,4,3136
2024-11-10,P147,W9,20,42120
2025-12-24,P169,W1,11,3014
2025-05-31,P151,W7,3,7263
2024-03-01,P111,W4,26,45578
2024-03-16,P143,W10,23,4048
2025-04-02,P144,W8,27,10665
2025-04-27,P181,W6,23,19734
2025-01-30,P122,W1,48,105696
2024-03-06,P100,W1,8,2704
2025-06-07,P160,W6,30,61320
2024-10-26,P193,W10,32,18016
2024-03-22,P151,W6,29,7801
2024-01-27,P160,W7,32,9184
2025-04-07,P187,W4,8,10344
2025-04-13,P137,W2,28,34776
2024-12-31,P139,W6,30,34500
2024-05-28,P184,W6,5,2550
2025-05-23,P110,W8,34,10608
2024-04-10,P141,W8,35,67200
2024-08-01,P117,W2,7,8281
2024-02-24,P104,W6,8,8552
2024-06-22,P132,W4,5,5560
2025-03-29,P176,W6,19,28405
2025-04-25,P100,W7,14,23086
2025-05-10,P105,W7,11,6457
2025-03-24,P153,W1,43,67123
2025-12-17,P168,W7,5,1090
2025-06-14,P174,W10,7,12089
2025-08-23,P193,W10,35,48090
2024-01-21,P150,W7,1,2087
2025-01-17,P102,W9,5,12400
2024-09-05,P188,W1,44,16148
2025-06-13,P199,W9,11,18062
2025-09-01,P127,W1,13,18811
2025-12-06,P156,W5,25,39600
2025-02-16,P171,W4,33,77022
2025-08-22,P121,W8,19,10298
2024-07-04,P123,W8,14,22330
2024-04-30,P129,W7,46,11224
2025-08-04,P158,W8,33,69399
2025-02-17,P150,W3,29,57565
2025-08-03,P115,W10,49,96677
2024-09-19,P128,W1,30,59280
2025-04-27,P107,W4,27,66582
2024-03-03,P182,W5,1,443
2025-06-19,P173,W9,35,14525
2025-02-27,P137,W10,25,38325
2024-11-03,P179,W1,7,2709
2024-11-28,P120,W7,40,91040
2025-01-13,P122,W8,9,16524
2024-04-25,P109,W5,28,55076
2025-09-15,P147,W1,16,39568
2024-12-02,P200,W7,19,10659
2025-10-25,P149,W8,9,15795
2025-08-22,P148,W1,35,59850
2024-07-06,P168,W1,22,32186
2024-04-29,P200,W4,44,27984
2025-04-11,P149,W7,32,79776
2025-01-01,P182,W9,33,29238
2025-12-05,P191,W10,10,16540
2025-10-01,P138,W9,15,6435
2025-08-14,P179,W5,40,34120
2024-07-10,P195,W7,8,19768
2024-12-05,P126,W4,3,4386
2025-06-26,P200,W2,1,250
2025-06-29,P185,W5,6,12444
2025-09-10,P179,W2,23,2852
2024-03-01,P164,W2,7,14308
2025-07-16,P173,W4,11,7183
2024-05-04,P199,W10,38,27626
2024-08-20,P147,W7,46,30314
2025-10-20,P127,W8,26,53716
2025-01-26,P182,W10,26,20358
2024-09-11,P112,W6,29,62437
2025-01-10,P138,W10,26,18980
2025-07-02,P146,W3,4,3268
2024-09-14,P178,W8,11,16830
2024-03-13,P166,W7,15,28155
2025-03-05,P152,W4,30,22200
2024-06-07,P163,W2,32,9856
2025-08-20,P161,W4,3,7092
2025-04-20,P121,W5,12,4296
2024-03-14,P192,W3,37,56647
2024-04-24,P150,W2,6,8556
2024-05-23,P175,W1,37,64602
2025-05-07,P152,W6,12,7824
2024-09-24,P181,W7,49,38563
2025-06-26,P191,W10,13,30420
2025-08-11,P152,W10,1,437
2025-05-22,P155,W1,33,16533
2024-01-29,P168,W9,35,65275
2025-11-20,P151,W7,16,37056
2025-05-19,P177,W5,21,4935
2024-09-05,P130,W7,47,6721
2025-09-29,P104,W2,10,17220
2024-09-08,P174,W7,22,9086
2024-11-29,P191,W4,34,9826
2024-06-29,P115,W3,33,12969
2025-11-15,P128,W9,9,4347
2025-01-10,P113,W7,39,58890
2025-02-26,P175,W2,2,4934
2025-12-17,P178,W5,29,40281
2025-06-27,P180,W5,46,20194
2025-06-16,P148,W4,39,93717
2024-07-17,P178,W3,11,24563
2024-08-06,P116,W3,37,38961
2025-12-20,P172,W1,44,109032
2025-09-13,P136,W3,49,45913
2025-10-20,P113,W8,12,18900
2025-01-22,P103,W2,22,11242
2024-01-14,P175,W2,10,17060
2025-09-25,P180,W5,43,17888
2024-06-24,P178,W1,17,14705
2024-12-14,P177,W10,18,2358
2024-09-24,P150,W3,35,75005
2024-12-11,P187,W1,23,23069
2024-08-06,P168,W6,32,31232
2024-02-10,P133,W9,17,16575
2025-10-21,P143,W5,36,7416
2025-03-11,P111,W8,10,23960
2024-08-03,P123,W3,5,10710
2024-05-21,P176,W7,18,12348
2024-05-21,P119,W3,41,38171
2025-08-25,P111,W10,1,1395
2024-11-14,P132,W3,32,46016
2025-09-18,P107,W7,13,30069
2024-05-13,P120,W9,45,50040
2024-08-18,P176,W9,34,70516
2025-10-08,P186,W7,38,7220
2025-10-07,P171,W8,9,1791
2024-10-05,P143,W2,29,14674
2024-03-31,P188,W2,30,32610
2024-10-16,P172,W5,43,16297
2024-03-29,P119,W3,43,94557
2025-03-24,P141,W8,16,38208
2025-08-15,P147,W9,38,38836
2025-01-05,P151,W7,23,54142
2024-12-08,P133,W3,44,18964
2024-12-06,P125,W2,8,8840
2025-05-23,P171,W7,26,39702
2025-08-18,P116,W3,27,38637
2025-01-30,P190,W7,49,96824
2025-12-04,P106,W2,32,22080
2024-05-25,P129,W8,38,85500
2025-05-08,P198,W3,4,3976
2024-04-17,P166,W8,16,12112
2024-05-20,P167,W2,33,34551
2025-04-16,P134,W9,43,24166
2024-12-08,P148,W6,31,22010
2025-11-05,P113,W4,24,37464
2025-01-10,P188,W5,5,2510
2024-01-26,P115,W6,43,31476
2024-10-31,P138,W2,10,1620
2024-04-04,P199,W10,4,488
2025-10-10,P150,W4,23,48162
2024-04-14,P172,W6,43,19436
2024-12-18,P106,W7,41,8897
2024-10-10,P141,W8,15,28800
2025-06-18,P133,W8,34,73202
2024-01-31,P113,W8,26,3666
2024-03-19,P150,W10,22,46398
2024-04-16,P188,W6,4,1248
2024-09-11,P120,W9,42,53592
2025-12-19,P159,W10,37,82769
2024-03-08,P141,W4,39,49062
2025-09-06,P162,W10,12,26448
2025-07-16,P119,W10,23,17963
2025-02-24,P129,W9,30,9210
2024-03-07,P140,W2,5,11250
2024-06-24,P140,W5,18,15570
2024-02-14,P164,W7,5,12325
2024-05-18,P187,W3,28,62468
2024-07-04,P119,W8,24,45072
2024-11-26,P109,W9,33,44088
2025-09-30,P111,W3,36,57132
2024-05-03,P156,W8,28,7476
2025-06-05,P171,W9,35,74970
2025-07-05,P184,W3,9,15255
2025-06-26,P142,W7,7,4732
2024-10-12,P100,W1,47,47611
2025-06-23,P144,W4,23,12696
2024-06-23,P148,W8,28,57736
2024-02-03,P158,W3,38,75924
2024-10-19,P174,W7,22,7348
2024-08-13,P104,W4,38,5130
2025-03-22,P148,W2,12,9120
2024-04-11,P158,W5,14,33026
2025-07-07,P147,W3,26,61152
2024-10-12,P151,W9,42,68922
2024-02-13,P177,W6,9,2448
2025-12-22,P141,W1,1,1809
2024-06-02,P103,W8,31,52700
2025-10-29,P154,W10,34,6664
2025-06-19,P149,W6,33,63195
2025-10-16,P139,W3,45,62820
2025-09-06,P174,W7,7,10647
2025-12-10,P167,W10,30,19620
2025-05-02,P161,W8,18,10710
2025-10-09,P178,W4,19,16093
2024-05-28,P106,W6,25,30175
2025-05-02,P149,W3,27,26487
2025-04-28,P148,W10,13,12701
2025-07-22,P167,W4,46,112976
2025-08-13,P101,W6,4,9240
2024-11-28,P197,W4,26,27716
2024-01-19,P162,W1,2,1576
2025-10-07,P174,W5,33,28809
2025-07-05,P134,W5,25,27175
2024-01-22,P121,W6,24,52440
2025-04-11,P111,W7,28,34020
2025-03-05,P143,W3,39,49569
2024-04-07,P183,W8,46,101890
2025-01-16,P160,W7,35,55755
2024-11-13,P138,W1,28,31696
2025-02-10,P138,W7,26,2808
2024-09-17,P115,W4,5,5000
2024-08-28,P200,W8,29,8729
2024-06-14,P150,W9,1,2115
2024-08-31,P179,W7,49,72814
2025-02-13,P144,W1,23,22149
2024-10-22,P178,W10,12,28896
2025-04-10,P178,W5,48,88704
2024-12-28,P173,W5,16,1696
2025-10-02,P179,W6,39,90285
2025-04-23,P109,W1,9,21258
2025-08-15,P147,W9,27,15498
2025-05-22,P192,W9,10,21960
2025-11-03,P156,W5,25,36975
2025-11-15,P176,W7,22,41624
2024-10-06,P166,W8,43,93396
2025-11-16,P191,W3,25,42350
2025-07-26,P189,W8,5,4950
2025-03-02,P113,W9,11,9064
2024-07-29,P178,W9,30,37740
2025-08-11,P121,W7,36,64260
2025-05-30,P112,W2,23,29670
2025-12-27,P195,W1,34,35122
2024-10-15,P179,W6,46,18630
2024-01-23,P106,W4,20,42000
2025-01-21,P126,W10,45,92970
2024-08-22,P174,W7,44,95348
